"EVENT_TYPE","FILE_NAME","KEY","ID","COUNT_FROM_CED","COUNT_FROM_DB","EventsToBeProcessed","Eventsalready_processed","STATUS","Comments"
"APPCLOUD_FAILED","30336_APPCLOUD_FAILED_20200130_085101.txt","LAUNCH_ID","123456","2","4","2","2","Pass","Count for the ID Match. However there are 2 records to be processed yet"
"APPCLOUD_FAILED","30336_APPCLOUD_FAILED_20200130_085101.txt","LAUNCH_ID","654321","2","4","2","2","Pass","Count for the ID Match. However there are 2 records to be processed yet"
"APPCLOUD_SENT","30336_APPCLOUD_SENT_20200130_085101.txt","LAUNCH_ID","123456","2","4","2","2","Pass","Count for the ID Match. However there are 2 records to be processed yet"
"APPCLOUD_SENT","30336_APPCLOUD_SENT_20200130_085101.txt","LAUNCH_ID","654321","2","4","2","2","Pass","Count for the ID Match. However there are 2 records to be processed yet"
"SMS_MO_FW_FAILED","30336_SMS_MO_FW_FAILED_20200130_085101.txt","LAUNCH_ID","123456","2","4","2","2","Pass","Count for the ID Match. However there are 2 records to be processed yet"
"SMS_MO_FW_FAILED","30336_SMS_MO_FW_FAILED_20200130_085101.txt","LAUNCH_ID","654321","2","4","2","2","Pass","Count for the ID Match. However there are 2 records to be processed yet"
"CUSTOM_CHANNEL_SKIPPED","30336_CUSTOM_CHANNEL_SKIPPED_20200130_085101.txt","LAUNCH_ID","123456","2","4","2","2","Pass","Count for the ID Match. However there are 2 records to be processed yet"
"CUSTOM_CHANNEL_SKIPPED","30336_CUSTOM_CHANNEL_SKIPPED_20200130_085101.txt","LAUNCH_ID","654321","2","4","2","2","Pass","Count for the ID Match. However there are 2 records to be processed yet"
"PUSH_CONVERTED","30336_PUSH_CONVERTED_20200130_085101.txt","LAUNCH_ID","123456","2","4","2","2","Pass","Count for the ID Match. However there are 2 records to be processed yet"
"PUSH_CONVERTED","30336_PUSH_CONVERTED_20200130_085101.txt","LAUNCH_ID","654321","2","4","2","2","Pass","Count for the ID Match. However there are 2 records to be processed yet"
"CLICK","30336_CLICK_20200130_085100.txt","LAUNCH_ID","123456","2","4","2","2","Pass","Count for the ID Match. However there are 2 records to be processed yet"
"CLICK","30336_CLICK_20200130_085100.txt","LAUNCH_ID","654321","2","4","2","2","Pass","Count for the ID Match. However there are 2 records to be processed yet"
"CUSTOM_CHANNEL_SENT","30336_CUSTOM_CHANNEL_SENT_20200130_085101.txt","LAUNCH_ID","123456","2","4","2","2","Pass","Count for the ID Match. However there are 2 records to be processed yet"
"CUSTOM_CHANNEL_SENT","30336_CUSTOM_CHANNEL_SENT_20200130_085101.txt","LAUNCH_ID","654321","2","4","2","2","Pass","Count for the ID Match. However there are 2 records to be processed yet"
