"EVENT_TYPE","FILE_NAME","KEY","ID","COUNT_FROM_CED","COUNT_FROM_DB","EventsToBeProcessed","Eventsalready_processed","STATUS","Comments"
"APPCLOUD_FAILED","30336_APPCLOUD_FAILED_20191218_071702.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"APPCLOUD_SENT","30336_APPCLOUD_SENT_20191218_071702.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"APPCLOUD_SKIPPED","30336_APPCLOUD_SKIPPED_20191218_071702.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"BOUNCE","30336_BOUNCE_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"CLICK","30336_CLICK_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"COMPLAINT","30336_COMPLAINT_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"CONVERT","30336_CONVERT_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"CUSTOM_CHANNEL_FAILED","30336_CUSTOM_CHANNEL_FAILED_20191218_071702.txt","LAUNCH_ID","1462","20","20","10","0","Pass","Count for the ID Match"
"CUSTOM_CHANNEL_SENT","30336_CUSTOM_CHANNEL_SENT_20191218_071702.txt","LAUNCH_ID","1462","20","20","10","0","Pass","Count for the ID Match"
"CUSTOM_CHANNEL_SKIPPED","30336_CUSTOM_CHANNEL_SKIPPED_20191218_071702.txt","LAUNCH_ID","1462","20","20","10","0","Pass","Count for the ID Match"
"DYNAMIC_CONTENT","30336_DYNAMIC_CONTENT_20191218_071702.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"FAIL","30336_FAIL_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"FORM","30336_FORM_20191218_071702.txt","FORM_ID","28581","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"FORM_STATE","30336_FORM_STATE_20191218_071702.txt","FORM_ID","1234","10","10","10","0","Pass","Count for the ID Match"
"HOLDOUT_GROUP","30336_HOLDOUT_GROUP_20191218_071702.txt","PROGRAM_ID","12345","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"LAUNCH_STATE","30336_LAUNCH_STATE_20191218_071702.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"MMS_FAILED","30336_MMS_FAILED_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"MMS_SENT","30336_MMS_SENT_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"MMS_SKIPPED","30336_MMS_SKIPPED_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"OPEN","30336_OPEN_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"OPT_IN","30336_OPT_IN_20191218_071701.txt","RIID","20010623","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_IN","30336_OPT_IN_20191218_071701.txt","RIID","20010629","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_IN","30336_OPT_IN_20191218_071701.txt","RIID","20010626","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_IN","30336_OPT_IN_20191218_071701.txt","RIID","20010627","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_IN","30336_OPT_IN_20191218_071701.txt","RIID","20010628","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_IN","30336_OPT_IN_20191218_071701.txt","RIID","20010622","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_IN","30336_OPT_IN_20191218_071701.txt","RIID","20010621","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_IN","30336_OPT_IN_20191218_071701.txt","RIID","20010624","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_IN","30336_OPT_IN_20191218_071701.txt","RIID","200106210","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_IN","30336_OPT_IN_20191218_071701.txt","RIID","20010625","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_OUT","30336_OPT_OUT_20191218_071701.txt","RIID","20010623","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_OUT","30336_OPT_OUT_20191218_071701.txt","RIID","20010629","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_OUT","30336_OPT_OUT_20191218_071701.txt","RIID","20010626","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_OUT","30336_OPT_OUT_20191218_071701.txt","RIID","20010627","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_OUT","30336_OPT_OUT_20191218_071701.txt","RIID","20010628","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_OUT","30336_OPT_OUT_20191218_071701.txt","RIID","20010622","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_OUT","30336_OPT_OUT_20191218_071701.txt","RIID","20010621","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_OUT","30336_OPT_OUT_20191218_071701.txt","RIID","20010624","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"OPT_OUT","30336_OPT_OUT_20191218_071701.txt","RIID","200106210","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
