"FileName","ID","DataFromCED","DataFromDB","Status"
"30336_SMS_CLICK_20200130_085101.txt","654321","Robot","Web browser","row=2,col=18: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Robot & Data_in_DB:Web browser"
"30336_SMS_CLICK_20200130_085101.txt","654321","Safari","Firefox","row=2,col=19: Data for column BROWSER_INFO is NOT matching. Data_In_CED:Safari & Data_in_DB:Firefox"
"30336_SMS_CLICK_20200130_085101.txt","654321","Apple","Microsoft","row=2,col=20: Data for column OS_VENDOR_INFO is NOT matching. Data_In_CED:Apple & Data_in_DB:Microsoft"
"30336_SMS_CLICK_20200130_085101.txt","654321","Mac OS X","Windows","row=2,col=21: Data for column OPERATING_SYSTEM_INFO is NOT matching. Data_In_CED:Mac OS X & Data_in_DB:Windows"
"30336_SMS_CLICK_20200130_085101.txt","654321","Robot","Desktop","row=2,col=22: Data for column DEVICE_TYPE_INFO is NOT matching. Data_In_CED:Robot & Data_in_DB:Desktop"
"30336_SMS_CLICK_20200130_085101.txt","654321","Robot","Web browser","row=3,col=18: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Robot & Data_in_DB:Web browser"
"30336_SMS_CLICK_20200130_085101.txt","654321","Safari","Firefox","row=3,col=19: Data for column BROWSER_INFO is NOT matching. Data_In_CED:Safari & Data_in_DB:Firefox"
"30336_SMS_CLICK_20200130_085101.txt","654321","Apple","Microsoft","row=3,col=20: Data for column OS_VENDOR_INFO is NOT matching. Data_In_CED:Apple & Data_in_DB:Microsoft"
"30336_SMS_CLICK_20200130_085101.txt","654321","Mac OS X","Windows","row=3,col=21: Data for column OPERATING_SYSTEM_INFO is NOT matching. Data_In_CED:Mac OS X & Data_in_DB:Windows"
"30336_SMS_CLICK_20200130_085101.txt","654321","Robot","Desktop","row=3,col=22: Data for column DEVICE_TYPE_INFO is NOT matching. Data_In_CED:Robot & Data_in_DB:Desktop"
"30336_SMS_CLICK_20200130_085101.txt","123456","Robot","Web browser","row=2,col=18: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Robot & Data_in_DB:Web browser"
"30336_SMS_CLICK_20200130_085101.txt","123456","Safari","Firefox","row=2,col=19: Data for column BROWSER_INFO is NOT matching. Data_In_CED:Safari & Data_in_DB:Firefox"
"30336_SMS_CLICK_20200130_085101.txt","123456","Apple","Microsoft","row=2,col=20: Data for column OS_VENDOR_INFO is NOT matching. Data_In_CED:Apple & Data_in_DB:Microsoft"
"30336_SMS_CLICK_20200130_085101.txt","123456","Mac OS X","Windows","row=2,col=21: Data for column OPERATING_SYSTEM_INFO is NOT matching. Data_In_CED:Mac OS X & Data_in_DB:Windows"
"30336_SMS_CLICK_20200130_085101.txt","123456","Robot","Desktop","row=2,col=22: Data for column DEVICE_TYPE_INFO is NOT matching. Data_In_CED:Robot & Data_in_DB:Desktop"
"30336_SMS_CLICK_20200130_085101.txt","123456","Robot","Web browser","row=3,col=18: Data for column BROWSER_TYPE_INFO is NOT matching. Data_In_CED:Robot & Data_in_DB:Web browser"
"30336_SMS_CLICK_20200130_085101.txt","123456","Safari","Firefox","row=3,col=19: Data for column BROWSER_INFO is NOT matching. Data_In_CED:Safari & Data_in_DB:Firefox"
"30336_SMS_CLICK_20200130_085101.txt","123456","Apple","Microsoft","row=3,col=20: Data for column OS_VENDOR_INFO is NOT matching. Data_In_CED:Apple & Data_in_DB:Microsoft"
"30336_SMS_CLICK_20200130_085101.txt","123456","Mac OS X","Windows","row=3,col=21: Data for column OPERATING_SYSTEM_INFO is NOT matching. Data_In_CED:Mac OS X & Data_in_DB:Windows"
"30336_SMS_CLICK_20200130_085101.txt","123456","Robot","Desktop","row=3,col=22: Data for column DEVICE_TYPE_INFO is NOT matching. Data_In_CED:Robot & Data_in_DB:Desktop"
"30336_SMS_CONVERT_20200130_085101.txt","654321","IE","Firefox","row=2,col=21: Data for column BROWSER_INFO is NOT matching. Data_In_CED:IE & Data_in_DB:Firefox"
"30336_SMS_CONVERT_20200130_085101.txt","654321","IE","Firefox","row=3,col=21: Data for column BROWSER_INFO is NOT matching. Data_In_CED:IE & Data_in_DB:Firefox"
"30336_SMS_CONVERT_20200130_085101.txt","123456","IE","Firefox","row=2,col=21: Data for column BROWSER_INFO is NOT matching. Data_In_CED:IE & Data_in_DB:Firefox"
"30336_SMS_CONVERT_20200130_085101.txt","123456","IE","Firefox","row=3,col=21: Data for column BROWSER_INFO is NOT matching. Data_In_CED:IE & Data_in_DB:Firefox"
